Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2020-12-20 09:07:54,false,"Clark County Running","15.00","1,259","01:37:04","149","169","175","197","6:28","5:34","361","364","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","55.4","0:00","No","00:02.44","16","73.4","01:36:54","01:42:59","1,540","1,631"
Running,2020-12-19 09:34:21,false,"Clark County Running","6.50","548","00:45:47","141","159","173","229","7:03","6:24","167","184","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","55.4","0:00","No","45:46.59","1","75.2","00:45:42","00:49:31","1,613","1,768"
Running,2020-12-18 15:51:00,false,"Clark County Running","5.00","424","00:36:15","138","163","170","192","7:15","5:50","289","322","1.30","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","53.6","0:00","No","36:14.100","1","77.0","00:36:00","00:40:57","2,843","2,980"
Treadmill Running,2020-12-18 09:38:01,false,"Treadmill Running","5.00","355","00:38:59","124","145","159","180","7:48","5:29","--","--","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","68.0","0:00","No","04:25.58","6","77.0","00:36:06","00:43:39","--","--"
Running,2020-12-17 09:20:40,false,"Mobile County Running","11.12","883","01:12:23","144","162","175","188","6:31","5:40","217","210","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","50.0","0:00","No","01:12:22.59","1","80.6","01:12:13","01:18:23","136","211"
Running,2020-12-16 16:23:09,false,"Jackson County Running","4.00","349","00:28:31","139","153","171","178","7:08","6:37","66","89","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","57.2","0:00","No","28:31.42","1","71.6","00:28:31","00:28:59","72","106"
Running,2020-12-16 09:51:01,false,"Jackson County Running","8.01","695","00:55:00","146","159","173","182","6:52","6:13","138","161","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","55.4","0:00","No","55:00.38","1","75.2","00:54:59","00:56:57","22","51"
Running,2020-12-15 10:34:24,false,"Tallahassee Running","11.00","877","01:12:53","146","184","175","195","6:37","4:44","551","571","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","62.6","0:00","No","01:00.36","8","82.4","01:12:26","01:36:06","223","292"
Running,2020-12-14 11:02:59,false,"Tallahassee Running","8.01","670","00:56:12","142","163","173","182","7:01","6:14","381","400","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","68.0","0:00","No","00:04.21","9","80.6","00:56:08","00:58:04","94","258"
Running,2020-12-13 09:22:16,false,"Leon County Running","14.01","1,140","01:31:32","149","171","175","188","6:32","5:36","430","446","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","69.8","0:00","No","00:04.48","15","77.0","01:31:24","01:33:44","92","183"
Trail Running,2020-12-12 10:49:34,false,"Tallahassee Trail Running","7.00","566","00:49:30","140","164","174","223","7:04","3:12","456","436","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","68.0","0:00","No","00:02.09","8","77.0","00:49:26","00:51:12","73","219"
Running,2020-12-11 17:19:22,false,"Tallahassee Running","4.00","309","00:28:26","136","153","172","182","7:06","6:28","112","131","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","64.4","0:00","No","00:02.17","5","78.8","00:28:23","00:31:10","146","195"
Running,2020-12-11 10:11:33,false,"Leon County Running","8.00","706","00:55:40","149","168","174","204","6:57","4:03","587","551","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","57.2","0:00","No","01:00.61","18","69.8","00:55:34","01:04:32","175","274"
Running,2020-12-10 09:18:26,false,"Jackson County Running","8.00","686","00:55:26","148","160","172","184","6:56","6:13","92","92","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","62.6","0:00","No","55:25.93","1","73.4","00:55:19","00:56:38","-180","-150"
Running,2020-12-09 09:33:43,false,"Mobile County Running","10.50","823","01:07:45","151","167","175","194","6:27","5:18","171","164","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","59.0","0:00","No","27:37.07","2","75.2","01:07:38","01:12:29","166","222"
Running,2020-12-08 09:22:34,false,"Jackson County Running","10.00","707","01:04:36","146","167","175","193","6:27","4:50","161","167","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","57.2","0:00","No","01:00.19","7","73.4","01:04:17","01:10:44","372","431"
Running,2020-12-07 12:05:01,false,"Jackson County Running","8.01","664","00:55:31","148","168","174","184","6:56","6:12","249","240","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","59.0","0:00","No","00:01.59","9","73.4","00:55:30","00:56:21","31","66"
Running,2020-12-06 09:20:57,false,"Mobile County Running","10.01","767","01:03:41","154","166","177","191","6:22","5:20","364","377","1.43","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","59.0","0:00","No","00:02.09","11","77.0","01:03:33","01:05:33","98","271"
Running,2020-12-05 09:19:11,false,"Jackson County Running","4.35","375","00:30:20","156","173","175","186","6:59","6:09","102","105","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","55.4","0:00","No","02:30.57","5","62.6","00:30:18","00:31:19","47","72"
Running,2020-12-04 09:40:52,false,"Mobile County Running","8.00","595","00:54:31","147","169","175","215","6:49","4:09","417","443","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","59.0","0:00","No","00:22.31","18","77.0","00:54:23","01:00:34","110","191"
Running,2020-12-03 09:26:03,false,"Jackson County Running","3.76","407","00:25:32","0","0","172","184","6:47","6:17","39","32","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","25:31.59","1","0.0","00:25:31","00:27:05","36","85"
Running,2020-12-02 08:44:33,false,"Mobile County Running","8.05","856","00:51:13","0","0","179","192","6:22","5:41","127","133","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:06.09","2","0.0","00:51:13","00:56:45","129","193"
Running,2020-12-01 09:35:45,false,"Jackson County Running","8.00","869","00:49:32","0","0","178","197","6:12","4:44","183","181","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:59.93","7","0.0","00:49:30","00:55:03","75","135"
Running,2020-11-30 09:53:26,false,"Jackson County Running","6.04","652","00:40:42","0","0","174","227","6:45","3:32","62","59","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:09.11","7","0.0","00:40:41","00:48:19","36","88"
Running,2020-11-29 10:40:28,false,"Jackson County Running","12.00","1,286","01:17:49","0","0","176","227","6:29","5:29","201","199","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.07","13","0.0","01:17:44","01:20:17","64","135"
Running,2020-11-28 09:17:25,false,"Mobile County Running","7.01","757","00:48:42","0","0","174","184","6:57","6:13","172","167","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:04.13","8","0.0","00:48:40","00:51:26","26","120"
Running,2020-11-27 09:31:58,false,"Jackson County Running","9.00","968","00:59:52","0","0","177","188","6:39","5:42","191","188","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.97","10","0.0","00:59:50","01:00:14","62","135"
Running,2020-11-26 09:03:07,false,"Jackson County Running","7.00","757","00:47:32","0","0","173","219","6:48","3:03","94","99","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:38.78","7","0.0","00:47:32","00:54:58","36","85"
Running,2020-11-25 09:00:47,false,"Mobile County Running","9.01","963","00:58:37","0","0","176","189","6:30","5:31","125","126","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.64","10","0.0","00:58:36","01:04:29","128","208"
Running,2020-11-24 16:17:28,false,"Jackson County Running","4.20","449","00:29:16","0","0","173","188","6:58","6:11","95","97","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:21.35","5","0.0","00:29:15","00:30:12","69","124"
Running,2020-11-23 09:21:41,false,"Jackson County Running","7.00","754","00:47:50","0","0","174","182","6:50","6:16","54","59","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:00.56","8","0.0","00:47:48","00:49:41","36","88"
Running,2020-11-22 09:05:38,false,"Mobile County Running","10.01","1,073","01:05:46","0","0","176","186","6:34","5:47","333","336","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.02","11","0.0","01:05:45","01:12:35","87","190"
Running,2020-11-21 09:10:50,false,"Oktibbeha County Running","6.58","710","00:44:23","0","0","175","184","6:45","6:14","101","124","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:52.70","7","0.0","00:44:22","00:44:41","259","336"
Running,2020-11-20 10:05:32,false,"Starkville Running","7.02","755","00:46:37","0","0","175","184","6:39","6:05","199","205","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:07.80","8","0.0","00:46:36","00:47:19","305","390"
Running,2020-11-19 09:42:29,false,"Starkville Running","6.00","647","00:40:28","0","0","174","184","6:45","6:06","85","83","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:32.24","6","0.0","00:40:27","00:43:44","315","374"
Running,2020-11-18 10:39:06,false,"Oktibbeha County Running","8.50","903","00:54:49","0","0","174","184","6:27","5:45","179","179","1.43","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:02.52","9","0.0","00:54:46","00:57:41","259","357"
Running,2020-11-17 09:42:52,false,"Oktibbeha County Running","7.00","747","00:46:22","0","0","178","186","6:37","5:56","119","112","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:15.85","7","0.0","00:46:21","00:51:59","240","302"
Running,2020-11-16 07:07:10,false,"Oktibbeha County Running","5.00","540","00:35:08","0","0","176","187","7:01","6:28","84","67","1.30","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.29","6","0.0","00:35:07","00:35:33","341","400"
Running,2020-11-15 08:07:07,false,"Oktibbeha County Running","10.00","1,076","01:05:37","0","0","175","190","6:34","5:45","282","285","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.29","11","0.0","01:05:34","01:08:17","259","361"
Running,2020-11-14 10:00:21,false,"Oktibbeha County Running","5.24","567","00:38:17","0","0","172","180","7:18","6:47","102","95","1.28","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:46.26","6","0.0","00:38:17","00:41:01","240","302"
Running,2020-11-13 10:23:32,false,"Oktibbeha County Running","8.02","861","00:53:26","0","0","173","180","6:40","5:46","198","214","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:12.53","9","0.0","00:53:23","00:54:41","259","356"
Running,2020-11-11 07:37:34,false,"Oktibbeha County Running","5.53","600","00:40:08","0","0","174","182","7:15","6:29","131","115","1.28","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:47.36","6","0.0","00:40:06","00:41:04","338","400"
Running,2020-11-10 09:12:49,false,"Starkville Running","6.00","646","00:40:23","0","0","175","190","6:44","6:02","191","197","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:38.15","6","0.0","00:40:20","00:41:14","304","390"
Running,2020-11-09 07:37:22,false,"Oktibbeha County Running","6.25","674","00:44:18","0","0","175","188","7:06","5:55","110","112","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:43.08","7","0.0","00:43:12","00:49:23","259","344"
Running,2020-11-08 10:10:17,false,"Oktibbeha County Running","8.00","862","00:54:18","0","0","172","183","6:47","6:05","151","147","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.55","9","0.0","00:54:17","00:59:34","234","302"
Running,2020-11-06 10:35:43,false,"Starkville Running","8.00","868","00:53:29","0","0","173","183","6:41","6:07","220","225","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","53:29.21","1","0.0","00:53:29","00:54:41","322","390"
Running,2020-11-05 09:38:36,false,"Starkville Running","6.00","652","00:40:37","0","0","172","180","6:46","6:11","59","62","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","40:36.74","1","0.0","00:40:37","00:42:18","315","360"
Running,2020-11-03 09:36:00,false,"Oktibbeha County Running","7.73","836","00:50:55","0","0","179","188","6:35","6:01","177","186","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","50:54.73","1","0.0","00:50:55","00:52:00","289","368"
Running,2020-11-02 10:33:09,false,"Oktibbeha County Running","6.00","646","00:40:17","0","0","173","180","6:43","6:03","112","100","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","40:16.53","1","0.0","00:40:16","00:44:08","240","302"
Running,2020-11-01 15:46:11,false,"Starkville Running","4.21","457","00:29:13","0","0","171","190","6:56","6:17","91","81","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:13.46","1","0.0","00:29:13","00:30:30","323","388"
Running,2020-10-30 12:08:48,false,"Oktibbeha County Running","6.00","644","00:38:46","0","0","173","184","6:28","5:37","95","95","1.44","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","13:05.80","2","0.0","00:38:46","00:39:15","322","394"
Running,2020-10-28 11:49:12,false,"Oktibbeha County Running","5.00","538","00:32:20","0","0","174","249","6:28","5:29","153","164","1.43","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","32:20.14","1","0.0","00:32:19","00:34:31","298","348"
Running,2020-10-23 10:05:41,false,"Oktibbeha County Running","4.00","433","00:26:02","0","0","174","180","6:30","6:00","31","34","1.43","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","26:01.50","1","0.0","00:26:02","00:26:40","259","282"
Running,2020-10-06 06:23:52,false,"Oktibbeha County Running","10.00","1,083","01:08:30","0","0","176","186","6:51","4:49","247","245","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:08:29.98","1","0.0","01:08:29","02:35:52","259","348"
Running,2020-10-05 10:30:58,false,"Oktibbeha County Running","8.00","856","00:55:42","0","0","172","186","6:58","6:21","79","76","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","55:41.63","1","0.0","00:55:42","01:00:08","269","308"
Running,2020-10-04 08:45:04,false,"Jackson County Running","4.82","519","00:33:31","0","0","173","184","6:57","6:22","96","104","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","33:31.18","1","0.0","00:33:31","00:34:17","77","135"
Running,2020-09-30 07:40:46,false,"Oktibbeha County Running","10.05","1,079","01:05:57","0","0","180","190","6:34","5:50","271","256","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:05:57.41","1","0.0","01:05:57","01:12:50","289","385"
Running,2020-09-29 06:57:53,false,"Oktibbeha County Running","10.88","1,152","01:19:03","0","0","176","206","7:16","4:36","74","72","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:46.08","18","0.0","01:13:42","01:44:10","259","341"
Running,2020-09-28 10:39:04,false,"Starkville Running","5.52","592","00:38:27","0","0","174","190","6:58","6:13","97","98","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","38:27.11","1","0.0","00:38:27","00:41:30","338","400"
Running,2020-09-25 07:07:50,false,"Oktibbeha County Running","10.35","1,048","01:13:20","0","0","179","210","7:05","4:05","187","173","1.24","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:02.15","14","0.0","01:08:12","01:43:15","298","401"
Running,2020-09-24 07:41:20,false,"Starkville Running","2.46","268","00:17:11","0","0","178","186","7:00","6:30","26","42","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","17:11.06","1","0.0","00:17:11","00:18:00","343","402"
Running,2020-09-24 07:23:15,false,"Oktibbeha County Running","2.50","270","00:17:46","0","0","178","188","7:07","5:44","46","9","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","17:45.69","1","0.0","00:17:46","00:17:46","340","401"
Running,2020-09-23 10:55:00,false,"Oktibbeha County Running","13.01","1,391","01:22:58","0","0","178","188","6:23","5:42","184","176","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:22:57.73","1","0.0","01:22:58","01:27:13","233","302"
Running,2020-09-22 06:39:57,false,"Oktibbeha County Running","12.49","1,329","01:22:27","0","0","179","210","6:36","4:06","275","270","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","11:43.98","5","0.0","01:19:28","01:57:26","298","394"
Running,2020-09-21 10:37:35,false,"Oktibbeha County Running","8.01","868","00:54:01","0","0","181","196","6:44","6:12","77","73","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","54:00.97","1","0.0","00:54:00","00:55:24","269","308"
Running,2020-09-20 09:42:30,false,"Starkville Running","0.04","1","00:09:00.4","0","0","108","121","--","17:13","--","--","0.07","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:00.42","1","0.0","00:00:00","00:10:32","361","365"
Running,2020-09-20 07:08:37,false,"Oktibbeha County Running","16.02","1,721","01:43:22","0","0","182","196","6:27","5:07","394","399","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:43:21.98","1","0.0","01:43:22","01:52:20","269","384"
Running,2020-09-19 09:09:28,false,"Oktibbeha County Running","10.03","1,082","01:07:58","0","0","181","188","6:47","5:54","185","168","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:07:58.16","1","0.0","01:07:58","21:57:45","197","314"
Running,2020-09-18 17:19:39,false,"Starkville Running","4.96","536","00:35:31","0","0","179","190","7:10","6:05","91","91","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","35:31.05","1","0.0","00:35:31","00:39:23","341","390"
Running,2020-09-18 08:04:03,false,"Oktibbeha County Running","4.07","442","00:30:25","0","0","179","188","7:29","6:44","71","61","1.20","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","30:25.40","1","0.0","00:30:25","00:31:21","342","401"
Running,2020-09-18 07:34:45,false,"Oktibbeha County Running","3.16","307","00:15:10","0","0","189","201","4:48","4:16","29","30","1.77","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:19.56","4","0.0","00:15:10","00:15:47","327","342"
Running,2020-09-18 06:51:56,false,"Oktibbeha County Running","2.52","270","00:17:31","0","0","176","203","6:57","4:52","154","152","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:33.92","2","0.0","00:17:29","00:34:09","297","352"
Running,2020-09-17 07:12:10,false,"Oktibbeha County Running","8.00","885","00:55:19","0","0","180","231","6:55","6:08","144","159","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:45.26","8","0.0","00:55:17","01:00:23","321","402"
Running,2020-09-16 06:55:10,false,"Oktibbeha County Running","13.00","1,423","01:24:55","0","0","181","188","6:32","5:46","204","187","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.30","14","0.0","01:24:51","01:26:56","187","312"
Running,2020-09-15 18:09:29,false,"Starkville Running","4.00","443","00:28:11","0","0","174","182","7:03","6:17","41","39","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:51.62","4","0.0","00:28:10","00:29:40","322","376"
Running,2020-09-15 05:51:37,false,"Oktibbeha County Running","11.05","1,197","01:10:59","0","0","180","210","6:26","4:27","102","102","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:44.51","22","0.0","01:10:04","01:38:14","259","344"
Running,2020-09-14 07:38:17,false,"Starkville Running","8.00","886","00:55:16","0","0","177","187","6:54","6:22","136","133","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.83","9","0.0","00:55:13","00:57:56","318","402"
Running,2020-09-13 06:24:56,false,"Oktibbeha County Running","14.00","1,549","01:33:24","0","0","179","190","6:40","5:58","350","358","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:16.72","14","0.0","01:33:20","01:43:06","289","371"
Running,2020-09-12 05:55:15,false,"Oktibbeha County Running","11.08","1,184","01:17:08","0","0","178","220","6:57","3:46","289","277","1.28","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:00.38","20","0.0","01:15:52","01:50:31","298","401"
Running,2020-09-11 16:40:22,false,"Starkville Running","5.01","553","00:35:23","0","0","176","186","7:04","5:55","85","75","1.30","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:05.22","6","0.0","00:35:21","00:38:01","312","375"
Running,2020-09-11 07:18:56,false,"Oktibbeha County Running","10.00","1,107","01:07:41","0","0","177","186","6:46","6:13","95","79","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.59","11","0.0","01:07:41","01:12:28","268","308"
Running,2020-09-10 07:16:07,false,"Oktibbeha County Running","10.00","1,095","01:09:09","0","0","177","188","6:55","6:23","180","167","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.46","11","0.0","01:09:07","01:15:48","240","302"
Running,2020-09-09 06:31:14,false,"Oktibbeha County Running","13.01","1,425","01:23:02","0","0","182","190","6:23","4:34","309","311","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:04.56","14","0.0","01:23:00","01:25:20","230","371"
Running,2020-09-08 05:52:32,false,"Oktibbeha County Running","9.75","1,067","01:00:36","0","0","182","204","6:13","2:21","398","379","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.08","19","0.0","01:00:27","01:30:25","298","394"
Running,2020-09-07 07:42:14,false,"Jackson County Running","9.22","1,021","01:03:19","0","0","179","190","6:52","5:59","202","207","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","01:27.99","10","0.0","01:03:19","01:05:31","62","135"
Running,2020-09-06 07:37:25,false,"Mobile County Running","14.01","1,537","01:32:09","0","0","178","188","6:35","5:42","550","551","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.66","15","0.0","01:31:35","01:35:56","81","299"
